txt,vertices,boundBox,slopes,font,word_len,direction,center_point,Label,img_path,idx,type
FAIL,"[(422, 278), (421, 339), (392, 338), (393, 277)]","{'Width': 30, 'Height': 62, 'Left': 392, 'Top': 277}","(61.0, -0.034, 61.0, -0.034)",29.01723626,61.00819617,vertical,"(407.0, 308.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,593,train
THIS,"[(611, 425), (611, 500), (573, 500), (573, 425)]","{'Width': 38, 'Height': 75, 'Left': 573, 'Top': 425}","(1000.0, 0.0, 1000.0, -0.0)",38.0,75.0,vertical,"(592.0, 462.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1038,train
bright,"[(103, 152), (104, 191), (90, 191), (89, 152)]","{'Width': 15, 'Height': 39, 'Left': 89, 'Top': 152}","(-39.0, 0.0, -39.0, -0.0)",14.0,39.01281841,vertical,"(96.5, 171.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,547,train
mapped,"[(3506, 534), (3535, 534), (3535, 551), (3506, 551)]","{'Width': 29, 'Height': 17, 'Left': 3506, 'Top': 534}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,29.0,horizontal,"(3520.5, 542.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1370,train
Ways,"[(886, 468), (890, 497), (875, 499), (871, 470)]","{'Width': 19, 'Height': 31, 'Left': 871, 'Top': 468}","(-7.25, 0.133, -7.25, 0.133)",15.13274595,29.27456234,vertical,"(880.5, 483.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,505,train
guided,"[(3550, 535), (3572, 535), (3572, 552), (3550, 552)]","{'Width': 22, 'Height': 17, 'Left': 3550, 'Top': 535}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,22.0,horizontal,"(3561.0, 543.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1376,train
Reina,"[(135, 994), (51, 993), (52, 964), (136, 965)]","{'Width': 85, 'Height': 30, 'Left': 51, 'Top': 964}","(-0.012, 29.0, -0.012, 29.0)",29.01723626,84.00595217,horizontal,"(93.5, 979.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,157,train
BE,"[(266, 554), (267, 578), (235, 580), (234, 556)]","{'Width': 33, 'Height': 26, 'Left': 234, 'Top': 554}","(-24.0, 0.062, -24.0, 0.062)",32.06243908,24.0208243,vertical,"(250.5, 567.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,271,train
of,"[(252, 192), (251, 221), (217, 220), (218, 191)]","{'Width': 35, 'Height': 30, 'Left': 217, 'Top': 191}","(29.0, -0.029, 29.0, -0.029)",34.0147027,29.01723626,vertical,"(234.5, 206.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,928,train
THE,"[(2840, 821), (2837, 883), (2817, 882), (2820, 820)]","{'Width': 23, 'Height': 63, 'Left': 2817, 'Top': 820}","(20.667, -0.05, 20.667, -0.05)",20.02498439,62.07253821,vertical,"(2828.5, 851.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1313,train
MAJ,"[(567, 1195), (606, 1197), (605, 1210), (566, 1208)]","{'Width': 40, 'Height': 15, 'Left': 566, 'Top': 1195}","(-0.051, 13.0, -0.051, 13.0)",13.03840481,39.05124838,horizontal,"(586.0, 1202.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1036,train
JASON,"[(93, 78), (94, 144), (75, 144), (74, 78)]","{'Width': 20, 'Height': 66, 'Left': 74, 'Top': 78}","(-66.0, 0.0, -66.0, -0.0)",19.0,66.00757532,vertical,"(84.0, 111.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,672,train
PEN,"[(2587, 1222), (2622, 1222), (2622, 1234), (2587, 1234)]","{'Width': 35, 'Height': 12, 'Left': 2587, 'Top': 1222}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,35.0,horizontal,"(2604.5, 1228.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1291,train
m,"[(289, 911), (290, 928), (268, 929), (267, 912)]","{'Width': 23, 'Height': 18, 'Left': 267, 'Top': 911}","(-17.0, 0.045, -17.0, 0.045)",22.02271555,17.02938637,vertical,"(278.5, 920.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,21,train
REMAINS,"[(515, 293), (553, 373), (537, 380), (500, 300)]","{'Width': 53, 'Height': 87, 'Left': 500, 'Top': 293}","(-2.105, 0.438, -2.162, 0.467)",17.00859728,88.35414515,vertical,"(526.25, 336.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,810,train
PLAYBOOK,"[(679, 516), (593, 514), (594, 483), (680, 485)]","{'Width': 87, 'Height': 33, 'Left': 593, 'Top': 483}","(-0.023, 31.0, -0.023, 31.0)",31.01612484,86.02325267,horizontal,"(636.5, 499.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,890,train
will,"[(551, 154), (549, 199), (514, 198), (516, 153)]","{'Width': 37, 'Height': 46, 'Left': 514, 'Top': 153}","(22.5, -0.029, 22.5, -0.029)",35.0142828,45.04442252,vertical,"(532.5, 176.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,879,train
CHERYL,"[(71, 398), (76, 443), (49, 445), (44, 401)]","{'Width': 32, 'Height': 47, 'Left': 44, 'Top': 398}","(-9.0, 0.074, -8.8, 0.111)",27.12006408,44.78005267,vertical,"(60.0, 421.75)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,155,train
BLACK,"[(704, 171), (743, 255), (719, 272), (673, 188)]","{'Width': 70, 'Height': 101, 'Left': 673, 'Top': 171}","(-2.154, 0.708, -1.826, 0.548)",32.3831107,94.1913267,vertical,"(709.75, 221.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,764,train
.,"[(1255, 597), (1256, 610), (1241, 612), (1240, 599)]","{'Width': 16, 'Height': 15, 'Left': 1240, 'Top': 597}","(-13.0, 0.133, -13.0, 0.133)",15.13274595,13.03840481,vertical,"(1248.0, 604.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,103,train
14,"[(1045, 328), (1049, 370), (1039, 371), (1035, 329)]","{'Width': 14, 'Height': 43, 'Left': 1035, 'Top': 328}","(-10.5, 0.1, -10.5, 0.1)",10.04987562,42.19004622,vertical,"(1042.0, 349.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,366,train
DEFINITIVE,"[(2482, 788), (2479, 876), (2467, 876), (2470, 788)]","{'Width': 15, 'Height': 88, 'Left': 2467, 'Top': 788}","(29.333, 0.0, 29.333, -0.0)",12.0,88.05112151,vertical,"(2474.5, 832.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1278,train
THE,"[(39, 485), (39, 520), (14, 520), (14, 485)]","{'Width': 25, 'Height': 35, 'Left': 14, 'Top': 485}","(1000.0, 0.0, 1000.0, -0.0)",25.0,35.0,vertical,"(26.5, 502.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,913,train
Purpose,"[(2469, 498), (2461, 654), (2426, 652), (2434, 496)]","{'Width': 43, 'Height': 158, 'Left': 2426, 'Top': 496}","(19.5, -0.057, 19.5, -0.057)",35.05709629,156.2049935,vertical,"(2447.5, 575.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1267,train
Out,"[(511, 988), (511, 1018), (497, 1018), (497, 988)]","{'Width': 14, 'Height': 30, 'Left': 497, 'Top': 988}","(1000.0, 0.0, 1000.0, -0.0)",14.0,30.0,vertical,"(504.0, 1003.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1033,train
per,"[(3485, 468), (3505, 467), (3506, 480), (3486, 481)]","{'Width': 21, 'Height': 14, 'Left': 3485, 'Top': 467}","(0.05, -13.0, 0.05, -13.0)",13.03840481,20.02498439,horizontal,"(3495.5, 474.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1367,train
Seize,"[(1417, 258), (1416, 306), (1395, 305), (1396, 258)]","{'Width': 22, 'Height': 48, 'Left': 1395, 'Top': 258}","(48.0, -0.048, 47.0, -0.0)",21.01189802,47.51052632,vertical,"(1406.0, 281.75)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1140,train
ORSON,"[(325, 44), (365, 43), (365, 55), (325, 56)]","{'Width': 40, 'Height': 13, 'Left': 325, 'Top': 43}","(0.025, 1000.0, 0.025, 1000.0)",12.0,40.01249805,horizontal,"(345.0, 49.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,726,train
CARTAYA,"[(498, 29), (498, 89), (482, 89), (482, 29)]","{'Width': 16, 'Height': 60, 'Left': 482, 'Top': 29}","(1000.0, 0.0, 1000.0, -0.0)",16.0,60.0,vertical,"(490.0, 59.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,603,train
148,"[(3602, 312), (3627, 309), (3629, 327), (3605, 331)]","{'Width': 27, 'Height': 22, 'Left': 3602, 'Top': 309}","(0.12, -9.0, 0.167, -6.333)",18.67307717,24.75520337,horizontal,"(3615.75, 319.75)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1380,train
808.5,"[(1655, 1179), (1704, 1181), (1703, 1198), (1654, 1196)]","{'Width': 50, 'Height': 19, 'Left': 1654, 'Top': 1179}","(-0.041, 17.0, -0.041, 17.0)",17.02938637,49.04079934,horizontal,"(1679.0, 1188.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1178,train
PAINTINGS,"[(588, 210), (623, 279), (607, 287), (572, 218)]","{'Width': 51, 'Height': 77, 'Left': 572, 'Top': 210}","(-1.971, 0.5, -1.971, 0.5)",17.88854382,77.36924454,vertical,"(597.5, 248.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,749,train
med,"[(101, 75), (102, 99), (89, 99), (88, 75)]","{'Width': 14, 'Height': 24, 'Left': 88, 'Top': 75}","(-24.0, 0.0, -24.0, -0.0)",13.0,24.0208243,vertical,"(95.0, 87.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,544,train
WAYS,"[(137, 339), (139, 404), (117, 405), (115, 340)]","{'Width': 24, 'Height': 66, 'Left': 115, 'Top': 339}","(-32.5, 0.045, -32.5, 0.045)",22.02271555,65.03076195,vertical,"(127.0, 372.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,615,train
NOUTH,"[(950, 424), (954, 460), (943, 461), (939, 425)]","{'Width': 15, 'Height': 37, 'Left': 939, 'Top': 424}","(-9.0, 0.091, -9.0, 0.091)",11.04536102,36.22154055,vertical,"(946.5, 442.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,353,train
CLINTON,"[(371, 219), (373, 343), (351, 343), (349, 219)]","{'Width': 24, 'Height': 124, 'Left': 349, 'Top': 219}","(-62.0, 0.0, -62.0, -0.0)",22.0,124.016128,vertical,"(361.0, 281.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,22,train
37131,"[(3543, 320), (3577, 315), (3579, 334), (3546, 339)]","{'Width': 36, 'Height': 24, 'Left': 3543, 'Top': 315}","(0.147, -9.5, 0.152, -6.333)",19.17017862,33.87115955,horizontal,"(3561.25, 327.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1374,train
ALEXANDER,"[(670, 44), (670, 104), (658, 104), (658, 44)]","{'Width': 12, 'Height': 60, 'Left': 658, 'Top': 44}","(1000.0, 0.0, 1000.0, -0.0)",12.0,60.0,vertical,"(664.0, 74.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,718,train
TO,"[(1486, 356), (1486, 385), (1455, 385), (1455, 356)]","{'Width': 31, 'Height': 29, 'Left': 1455, 'Top': 356}","(1000.0, 0.0, 1000.0, -0.0)",31.0,29.0,vertical,"(1470.5, 370.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1154,train
LIN,"[(1653, 1201), (1684, 1201), (1684, 1213), (1653, 1213)]","{'Width': 31, 'Height': 12, 'Left': 1653, 'Top': 1201}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,31.0,horizontal,"(1668.5, 1207.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1177,train
VOICE,"[(1709, 815), (1707, 950), (1660, 949), (1662, 814)]","{'Width': 49, 'Height': 136, 'Left': 1660, 'Top': 814}","(67.5, -0.021, 67.5, -0.021)",47.01063709,135.014814,vertical,"(1684.5, 882.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1180,train
GEOGRAPHIC,"[(995, 312), (993, 388), (981, 388), (983, 312)]","{'Width': 14, 'Height': 76, 'Left': 981, 'Top': 312}","(38.0, 0.0, 38.0, -0.0)",12.0,76.02631123,vertical,"(988.0, 350.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,218,train
CT,"[(479, 78), (489, 98), (462, 111), (452, 92)]","{'Width': 37, 'Height': 33, 'Left': 452, 'Top': 78}","(-2.0, 0.481, -1.9, 0.519)",30.19023039,21.91579516,vertical,"(470.5, 94.75)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,737,train
ONTO,"[(1171, 294), (1188, 298), (1185, 311), (1168, 307)]","{'Width': 20, 'Height': 17, 'Left': 1168, 'Top': 294}","(-0.235, 4.333, -0.235, 4.333)",13.34166406,17.4642492,horizontal,"(1178.0, 302.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1102,train
PIE,"[(706, 1204), (737, 1204), (737, 1215), (706, 1215)]","{'Width': 31, 'Height': 11, 'Left': 706, 'Top': 1204}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,31.0,horizontal,"(721.5, 1209.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1055,train
ME,"[(1184, 348), (1188, 389), (1166, 391), (1162, 350)]","{'Width': 26, 'Height': 43, 'Left': 1162, 'Top': 348}","(-10.25, 0.091, -10.25, 0.091)",22.09072203,41.19465985,vertical,"(1175.0, 369.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,376,train
EROTIC,"[(2836, 901), (2831, 1023), (2812, 1022), (2817, 900)]","{'Width': 24, 'Height': 123, 'Left': 2812, 'Top': 900}","(24.4, -0.053, 24.4, -0.053)",19.02629759,122.102416,vertical,"(2824.0, 961.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1312,train
ALEXANDE,"[(116, 510), (61, 509), (61, 495), (116, 496)]","{'Width': 55, 'Height': 15, 'Left': 61, 'Top': 495}","(-0.018, 1000.0, -0.018, 1000.0)",14.0,55.00909016,horizontal,"(88.5, 502.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,914,train
&,"[(1359, 384), (1361, 400), (1334, 403), (1332, 387)]","{'Width': 29, 'Height': 19, 'Left': 1332, 'Top': 384}","(-8.0, 0.111, -8.0, 0.111)",27.16615541,16.1245155,vertical,"(1346.5, 393.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,126,train
Shape,"[(2089, 932), (2088, 989), (2046, 988), (2047, 931)]","{'Width': 43, 'Height': 58, 'Left': 2046, 'Top': 931}","(57.0, -0.024, 57.0, -0.024)",42.01190308,57.00877125,vertical,"(2067.5, 960.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1228,train
CADA,"[(486, 91), (522, 161), (495, 175), (459, 105)]","{'Width': 63, 'Height': 84, 'Left': 459, 'Top': 91}","(-1.944, 0.519, -1.944, 0.519)",30.41381265,78.71467462,vertical,"(490.5, 133.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,738,train
808.3,"[(464, 1188), (525, 1190), (525, 1203), (464, 1201)]","{'Width': 61, 'Height': 15, 'Left': 464, 'Top': 1188}","(-0.033, 1000.0, -0.033, 1000.0)",13.0,61.03277808,horizontal,"(494.5, 1195.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1024,train
RICHARD,"[(834, 60), (843, 150), (825, 151), (816, 62)]","{'Width': 27, 'Height': 91, 'Left': 816, 'Top': 60}","(-10.0, 0.056, -9.889, 0.111)",18.06926333,89.95138967,vertical,"(829.5, 105.75)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,346,train
SCHWARTZ,"[(93, 107), (114, 146), (104, 151), (83, 112)]","{'Width': 31, 'Height': 44, 'Left': 83, 'Top': 107}","(-1.857, 0.5, -1.857, 0.5)",11.18033989,44.29446918,vertical,"(98.5, 129.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,773,train
HOLOCA,"[(1420, 490), (1424, 627), (1411, 628), (1401, 491)]","{'Width': 23, 'Height': 138, 'Left': 1401, 'Top': 490}","(-34.25, 0.077, -13.7, 0.053)",16.0323512,137.2114302,vertical,"(1414.0, 559.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,137,train
EDITED,"[(3810, 960), (3799, 1034), (3782, 1032), (3793, 957)]","{'Width': 28, 'Height': 77, 'Left': 3782, 'Top': 957}","(6.727, -0.118, 6.818, -0.176)",17.18995964,75.30773755,vertical,"(3796.0, 995.75)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1408,train
Aloud,"[(1115, 583), (1113, 659), (1088, 658), (1090, 582)]","{'Width': 27, 'Height': 77, 'Left': 1088, 'Top': 582}","(38.0, -0.04, 38.0, -0.04)",25.01999201,76.02631123,vertical,"(1101.5, 620.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,233,train
WIND,"[(398, 330), (398, 370), (387, 370), (387, 330)]","{'Width': 11, 'Height': 40, 'Left': 387, 'Top': 330}","(1000.0, 0.0, 1000.0, -0.0)",11.0,40.0,vertical,"(392.5, 350.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,859,train
AK,"[(1379, 580), (1384, 628), (1357, 630), (1352, 583)]","{'Width': 32, 'Height': 50, 'Left': 1352, 'Top': 580}","(-9.6, 0.074, -9.4, 0.111)",27.12006408,47.76246162,vertical,"(1368.0, 605.25)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,132,train
MA,"[(949, 361), (948, 407), (929, 406), (930, 360)]","{'Width': 20, 'Height': 47, 'Left': 929, 'Top': 360}","(46.0, -0.053, 46.0, -0.053)",19.02629759,46.01086828,vertical,"(939.0, 383.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,210,train
Sal,"[(3360, 532), (3382, 532), (3382, 549), (3360, 549)]","{'Width': 22, 'Height': 17, 'Left': 3360, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,22.0,horizontal,"(3371.0, 540.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1348,train
Journal,"[(1300, 519), (1309, 599), (1286, 601), (1277, 522)]","{'Width': 32, 'Height': 82, 'Left': 1277, 'Top': 519}","(-8.889, 0.087, -8.778, 0.13)",23.14080989,80.00783189,vertical,"(1293.0, 560.25)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,116,train
THE,"[(331, 263), (331, 288), (319, 288), (319, 263)]","{'Width': 12, 'Height': 25, 'Left': 319, 'Top': 263}","(1000.0, 0.0, 1000.0, -0.0)",12.0,25.0,vertical,"(325.0, 275.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,846,train
ated,"[(0, 189), (72, 195), (69, 228), (0, 222)]","{'Width': 72, 'Height': 39, 'Left': 0, 'Top': 189}","(-0.083, 11.0, -0.087, 1000.0)",33.06804153,70.75497288,horizontal,"(35.25, 208.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,994,train
808.3,"[(262, 1177), (322, 1178), (322, 1191), (262, 1190)]","{'Width': 60, 'Height': 14, 'Left': 262, 'Top': 1177}","(-0.017, 1000.0, -0.017, 1000.0)",13.0,60.00833275,horizontal,"(292.0, 1184.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1003,train
.,"[(1255, 597), (1256, 610), (1241, 612), (1240, 599)]","{'Width': 16, 'Height': 15, 'Left': 1240, 'Top': 597}","(-13.0, 0.133, -13.0, 0.133)",15.13274595,13.03840481,vertical,"(1248.0, 604.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,103,train
POE,"[(3334, 1248), (3370, 1252), (3368, 1266), (3333, 1262)]","{'Width': 37, 'Height': 18, 'Left': 3333, 'Top': 1248}","(-0.111, 7.0, -0.114, 14.0)",14.08890224,35.72468523,horizontal,"(3351.25, 1257.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1346,train
O'Conner,"[(516, 214), (527, 278), (513, 280), (502, 216)]","{'Width': 25, 'Height': 66, 'Left': 502, 'Top': 214}","(-5.818, 0.143, -5.818, 0.143)",14.14213562,64.93843238,vertical,"(514.5, 247.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,469,train
808.3,"[(1033, 1178), (1092, 1178), (1092, 1192), (1033, 1192)]","{'Width': 59, 'Height': 14, 'Left': 1033, 'Top': 1178}","(-0.0, 1000.0, 0.0, 1000.0)",14.0,59.0,horizontal,"(1062.5, 1185.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1087,train
HBR,"[(1588, 1203), (1622, 1203), (1622, 1215), (1588, 1215)]","{'Width': 34, 'Height': 12, 'Left': 1588, 'Top': 1203}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,34.0,horizontal,"(1605.0, 1209.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1172,train
MIND,"[(843, 495), (859, 600), (826, 605), (810, 500)]","{'Width': 49, 'Height': 110, 'Left': 810, 'Top': 495}","(-6.562, 0.152, -6.562, 0.152)",33.37663854,106.212052,vertical,"(834.5, 550.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,498,train
WHO,"[(210, 317), (210, 349), (196, 349), (196, 317)]","{'Width': 14, 'Height': 32, 'Left': 196, 'Top': 317}","(1000.0, 0.0, 1000.0, -0.0)",14.0,32.0,vertical,"(203.0, 333.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,820,train
808.3,"[(262, 1177), (322, 1178), (322, 1191), (262, 1190)]","{'Width': 60, 'Height': 14, 'Left': 262, 'Top': 1177}","(-0.017, 1000.0, -0.017, 1000.0)",13.0,60.00833275,horizontal,"(292.0, 1184.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1003,train
LUCA,"[(166, 335), (214, 340), (211, 363), (164, 358)]","{'Width': 50, 'Height': 28, 'Left': 164, 'Top': 335}","(-0.104, 7.667, -0.106, 11.5)",23.14080989,47.76246162,horizontal,"(188.75, 349.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,9,train
Cinci,"[(1334, 676), (1338, 707), (1325, 708), (1321, 678)]","{'Width': 17, 'Height': 32, 'Left': 1321, 'Top': 676}","(-7.75, 0.077, -7.5, 0.154)",13.09567562,30.76124556,vertical,"(1329.5, 692.25)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,123,train
ANDERSON,"[(1781, 1018), (1779, 1166), (1756, 1166), (1758, 1018)]","{'Width': 25, 'Height': 148, 'Left': 1756, 'Top': 1018}","(74.0, 0.0, 74.0, -0.0)",23.0,148.0135129,vertical,"(1768.5, 1092.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1189,train
HERNANDEZ,"[(2149, 1070), (2148, 1183), (2124, 1183), (2125, 1070)]","{'Width': 25, 'Height': 113, 'Left': 2124, 'Top': 1070}","(113.0, 0.0, 113.0, -0.0)",24.0,113.0044247,vertical,"(2136.5, 1126.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1243,train
med,"[(101, 75), (102, 99), (89, 99), (88, 75)]","{'Width': 14, 'Height': 24, 'Left': 88, 'Top': 75}","(-24.0, 0.0, -24.0, -0.0)",13.0,24.0208243,vertical,"(95.0, 87.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,544,train
PASCHA,"[(2258, 1162), (2362, 1163), (2362, 1186), (2258, 1185)]","{'Width': 104, 'Height': 24, 'Left': 2258, 'Top': 1162}","(-0.01, 1000.0, -0.01, 1000.0)",23.0,104.0048076,horizontal,"(2310.0, 1174.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1260,train
HAMILL,"[(2852, 552), (2848, 635), (2830, 634), (2834, 551)]","{'Width': 22, 'Height': 84, 'Left': 2830, 'Top': 551}","(20.75, -0.056, 20.75, -0.056)",18.02775638,83.09632964,vertical,"(2841.0, 593.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1314,train
HOLOCAUST,"[(182, 410), (191, 494), (172, 496), (163, 412)]","{'Width': 28, 'Height': 86, 'Left': 163, 'Top': 410}","(-9.333, 0.105, -9.333, 0.105)",19.10497317,84.48076704,vertical,"(177.0, 453.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,169,train
808.81,"[(2947, 1198), (3011, 1204), (3009, 1217), (2946, 1211)]","{'Width': 65, 'Height': 19, 'Left': 2946, 'Top': 1198}","(-0.094, 6.5, -0.095, 13.0)",13.09567562,63.78285202,horizontal,"(2978.25, 1207.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1326,train
HYDE,"[(611, 32), (650, 32), (650, 45), (611, 45)]","{'Width': 39, 'Height': 13, 'Left': 611, 'Top': 32}","(-0.0, 1000.0, 0.0, 1000.0)",13.0,39.0,horizontal,"(630.5, 38.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,756,train
ALEXANDER,"[(421, 80), (421, 169), (406, 169), (406, 80)]","{'Width': 15, 'Height': 89, 'Left': 406, 'Top': 80}","(1000.0, 0.0, 1000.0, -0.0)",15.0,89.0,vertical,"(413.5, 124.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,697,train
Baseball,"[(1271, 398), (1267, 472), (1249, 471), (1253, 397)]","{'Width': 22, 'Height': 75, 'Left': 1249, 'Top': 397}","(18.5, -0.056, 18.5, -0.056)",18.02775638,74.10802925,vertical,"(1260.0, 434.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,254,train
Remember,"[(892, 510), (900, 561), (885, 564), (877, 512)]","{'Width': 23, 'Height': 54, 'Left': 877, 'Top': 510}","(-6.375, 0.2, -6.5, 0.133)",15.21490225,52.11771187,vertical,"(888.5, 536.75)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,507,train
of,"[(599, 297), (599, 317), (580, 317), (580, 297)]","{'Width': 19, 'Height': 20, 'Left': 580, 'Top': 297}","(1000.0, 0.0, 1000.0, -0.0)",19.0,20.0,vertical,"(589.5, 307.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,45,train
COME,"[(158, 232), (162, 344), (130, 345), (126, 233)]","{'Width': 36, 'Height': 113, 'Left': 126, 'Top': 232}","(-28.0, 0.031, -28.0, 0.031)",32.01562119,112.0714058,vertical,"(144.0, 288.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,579,train
