txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label
betray,100,"[(788, 724), (783, 842), (744, 840), (749, 722)]","{'Width': 44, 'Height': 120, 'Left': 744, 'Top': 722}","(23.6, -0.051, 23.6, -0.051)",39.05124838,118.1058847,vertical,"(766.0, 782.0)","(1, 0)",744,722.0,1.0
MUST,100,"[(793, 616), (788, 722), (749, 720), (754, 614)]","{'Width': 44, 'Height': 108, 'Left': 749, 'Top': 614}","(21.2, -0.051, 21.2, -0.051)",39.05124838,106.117859,vertical,"(771.0, 668.0)","(1, 0)",749,614.0,1.0
SLATER,100,"[(775, 1205), (822, 1207), (821, 1224), (774, 1222)]","{'Width': 48, 'Height': 19, 'Left': 774, 'Top': 1205}","(-0.043, 17.0, -0.043, 17.0)",17.02938637,47.04253395,horizontal,"(798.0, 1214.5)","(1, 0)",774,1205.0,1.0
57BUS,100,"[(820, 1290), (818, 1459), (775, 1458), (777, 1290)]","{'Width': 45, 'Height': 169, 'Left': 775, 'Top': 1290}","(84.5, -0.023, 84.0, -0.0)",43.00581317,168.5118691,vertical,"(797.5, 1374.25)","(1, 0)",775,1290.0,1.0
THE,100,"[(813, 1235), (814, 1290), (778, 1291), (777, 1236)]","{'Width': 37, 'Height': 56, 'Left': 777, 'Top': 1235}","(-55.0, 0.028, -55.0, 0.028)",36.01388621,55.00909016,vertical,"(795.5, 1263.0)","(1, 0)",777,1235.0,1.0
57,100,"[(813, 1290), (814, 1360), (779, 1361), (778, 1291)]","{'Width': 36, 'Height': 71, 'Left': 778, 'Top': 1290}","(-70.0, 0.029, -70.0, 0.029)",35.0142828,70.00714249,vertical,"(796.0, 1325.5)","(1, 0)",778,1290.0,1.0
BUS,100,"[(815, 1364), (816, 1455), (780, 1456), (779, 1365)]","{'Width': 37, 'Height': 92, 'Left': 779, 'Top': 1364}","(-91.0, 0.028, -91.0, 0.028)",36.01388621,91.00549434,vertical,"(797.5, 1410.0)","(1, 0)",779,1364.0,1.0
STAMPED,100,"[(823, 5), (823, 184), (781, 184), (781, 5)]","{'Width': 42, 'Height': 179, 'Left': 781, 'Top': 5}","(1000.0, 0.0, 1000.0, -0.0)",42.0,179,vertical,"(802.0, 94.5)","(1, 0)",781,5.0,1.0
0,100,"[(820, 345), (820, 359), (791, 359), (791, 345)]","{'Width': 29, 'Height': 14, 'Left': 791, 'Top': 345}","(1000.0, 0.0, 1000.0, -0.0)",29.0,14,vertical,"(805.5, 352.0)","(1, 0)",791,345.0,1.0
YOU,100,"[(847, 843), (843, 930), (802, 928), (805, 841)]","{'Width': 45, 'Height': 89, 'Left': 802, 'Top': 841}","(21.75, -0.049, 29.0, -0.048)",41.54817179,87.07180713,vertical,"(824.25, 885.5)","(1, 0)",802,841.0,1.0
betray,100,"[(852, 727), (847, 844), (805, 842), (810, 725)]","{'Width': 47, 'Height': 119, 'Left': 805, 'Top': 725}","(23.4, -0.048, 23.4, -0.048)",42.04759208,117.1067889,vertical,"(828.5, 784.5)","(1, 0)",805,725.0,1.0
MUST,100,"[(856, 619), (852, 723), (810, 721), (814, 617)]","{'Width': 46, 'Height': 106, 'Left': 810, 'Top': 617}","(26.0, -0.048, 26.0, -0.048)",42.04759208,104.0768947,vertical,"(833.0, 670.0)","(1, 0)",810,617.0,1.0
BUS,100,"[(875, 1368), (874, 1460), (832, 1460), (833, 1368)]","{'Width': 43, 'Height': 92, 'Left': 832, 'Top': 1368}","(92.0, 0.0, 92.0, -0.0)",42.0,92.00543462,vertical,"(853.5, 1414.0)","(1, 0)",832,1368.0,1.0
SLATER,100,"[(834, 1207), (883, 1209), (882, 1226), (833, 1224)]","{'Width': 50, 'Height': 19, 'Left': 833, 'Top': 1207}","(-0.041, 17.0, -0.041, 17.0)",17.02938637,49.04079934,horizontal,"(858.0, 1216.5)","(1, 0)",833,1207.0,1.0
â‚?100,"[(875, 1278), (875, 1290), (834, 1290), (834, 1278)]","{'Width': 41, 'Height': 12, 'Left': 834, 'Top': 1278}","(1000.0, 0.0, 1000.0, -0.0)",41,12.0,vertical,"(854.5, 1284.0)","(1, 0)",834,1278,,
57,100,"[(875, 1293), (875, 1356), (834, 1356), (834, 1293)]","{'Width': 41, 'Height': 63, 'Left': 834, 'Top': 1293}","(1000.0, 0.0, 1000.0, -0.0)",41.0,63,vertical,"(854.5, 1324.5)","(1, 0)",834,1293.0,1.0
STAMPED,100,"[(887, 12), (889, 194), (846, 194), (844, 12)]","{'Width': 45, 'Height': 182, 'Left': 844, 'Top': 12}","(-91.0, 0.0, -91.0, -0.0)",43.0,182.0109887,vertical,"(866.5, 103.0)","(1, 0)",844,12.0,1.0
THE,100,"[(859, 1241), (860, 1288), (845, 1288), (844, 1241)]","{'Width': 16, 'Height': 47, 'Left': 844, 'Top': 1241}","(-47.0, 0.0, -47.0, -0.0)",15.0,47.01063709,vertical,"(852.0, 1264.5)","(1, 0)",844,1241.0,1.0
YOU,100,"[(915, 846), (912, 929), (871, 928), (874, 845)]","{'Width': 44, 'Height': 84, 'Left': 871, 'Top': 845}","(27.667, -0.024, 27.667, -0.024)",41.01219331,83.05419917,vertical,"(893.0, 887.0)","(1, 0)",871,845.0,1.0
betray,100,"[(919, 728), (915, 843), (874, 842), (878, 727)]","{'Width': 45, 'Height': 116, 'Left': 874, 'Top': 727}","(28.75, -0.024, 28.75, -0.024)",41.01219331,115.0695442,vertical,"(896.5, 785.0)","(1, 0)",874,727.0,1.0
MUST,100,"[(923, 616), (920, 724), (878, 723), (881, 615)]","{'Width': 45, 'Height': 109, 'Left': 878, 'Top': 615}","(36.0, -0.024, 36.0, -0.024)",42.01190308,108.0416586,vertical,"(900.5, 669.5)","(1, 0)",878,615.0,1.0
SLATED,100,"[(896, 1210), (944, 1212), (943, 1228), (895, 1226)]","{'Width': 49, 'Height': 18, 'Left': 895, 'Top': 1210}","(-0.042, 16.0, -0.042, 16.0)",16.03121954,48.0416486,horizontal,"(919.5, 1219.0)","(1, 0)",895,1210.0,1.0
THE,100,"[(934, 1239), (935, 1295), (898, 1295), (897, 1239)]","{'Width': 38, 'Height': 56, 'Left': 897, 'Top': 1239}","(-56.0, 0.0, -56.0, -0.0)",37.0,56.00892786,vertical,"(916.0, 1267.0)","(1, 0)",897,1239.0,1.0
57,100,"[(934, 1291), (935, 1361), (898, 1361), (897, 1291)]","{'Width': 38, 'Height': 70, 'Left': 897, 'Top': 1291}","(-70.0, 0.0, -70.0, -0.0)",37.0,70.00714249,vertical,"(916.0, 1326.0)","(1, 0)",897,1291.0,1.0
BUS,100,"[(935, 1366), (936, 1459), (899, 1459), (898, 1366)]","{'Width': 38, 'Height': 93, 'Left': 898, 'Top': 1366}","(-93.0, 0.0, -93.0, -0.0)",37.0,93.00537619,vertical,"(917.0, 1412.5)","(1, 0)",898,1366.0,1.0
STAMPED,100,"[(951, 9), (951, 190), (910, 190), (910, 9)]","{'Width': 41, 'Height': 181, 'Left': 910, 'Top': 9}","(1000.0, 0.0, 1000.0, -0.0)",41.0,181,vertical,"(930.5, 99.5)","(1, 0)",910,9.0,1.0
DRY,100,"[(1013, 1185), (1009, 1389), (948, 1388), (952, 1184)]","{'Width': 65, 'Height': 205, 'Left': 948, 'Top': 1184}","(51.0, -0.016, 51.0, -0.016)",61.00819617,204.0392119,vertical,"(980.5, 1286.5)","(1, 0)",948,1184.0,1.0
salt,100,"[(959, 724), (1012, 725), (1011, 752), (958, 751)]","{'Width': 54, 'Height': 28, 'Left': 958, 'Top': 724}","(-0.019, 27.0, -0.019, 27.0)",27.01851217,53.00943312,horizontal,"(985.0, 738.0)","(1, 0)",958,724.0,1.0
sea,100,"[(958, 798), (1007, 799), (1006, 819), (958, 818)]","{'Width': 49, 'Height': 21, 'Left': 958, 'Top': 798}","(-0.02, 20.0, -0.021, 1000.0)",20.0124922,48.51030928,horizontal,"(982.25, 808.5)","(1, 0)",958,798.0,1.0
the,100,"[(969, 778), (997, 778), (997, 789), (969, 789)]","{'Width': 28, 'Height': 11, 'Left': 969, 'Top': 778}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,28,horizontal,"(983.0, 783.5)","(1, 0)",969,778.0,1.0
to,100,"[(974, 758), (993, 758), (993, 767), (974, 767)]","{'Width': 19, 'Height': 9, 'Left': 974, 'Top': 758}","(-0.0, 1000.0, 0.0, 1000.0)",9.0,19,horizontal,"(983.5, 762.5)","(1, 0)",974,758.0,1.0
STAMPED,100,"[(1018, 16), (1017, 197), (975, 197), (976, 16)]","{'Width': 43, 'Height': 181, 'Left': 975, 'Top': 16}","(181.0, 0.0, 181.0, -0.0)",42.0,181.0027624,vertical,"(996.5, 106.5)","(1, 0)",975,16.0,1.0
DRY,100,"[(1083, 1181), (1081, 1383), (1024, 1383), (1026, 1181)]","{'Width': 59, 'Height': 202, 'Left': 1024, 'Top': 1181}","(101.0, 0.0, 101.0, -0.0)",57.0,202.0099007,vertical,"(1053.5, 1282.0)","(1, 0)",1024,1181.0,1.0
salt,100,"[(1031, 726), (1084, 727), (1083, 754), (1030, 753)]","{'Width': 54, 'Height': 28, 'Left': 1030, 'Top': 726}","(-0.019, 27.0, -0.019, 27.0)",27.01851217,53.00943312,horizontal,"(1057.0, 740.0)","(1, 0)",1030,726.0,1.0
sea,100,"[(1032, 800), (1081, 801), (1080, 821), (1032, 820)]","{'Width': 49, 'Height': 21, 'Left': 1032, 'Top': 800}","(-0.02, 20.0, -0.021, 1000.0)",20.0124922,48.51030928,horizontal,"(1056.25, 810.5)","(1, 0)",1032,800.0,1.0
STAMPED,100,"[(1084, 19), (1081, 200), (1036, 199), (1039, 18)]","{'Width': 48, 'Height': 182, 'Left': 1036, 'Top': 18}","(60.333, -0.022, 60.333, -0.022)",45.01110974,181.0248602,vertical,"(1060.0, 109.0)","(1, 0)",1036,18.0,1.0
the,100,"[(1042, 783), (1070, 783), (1070, 794), (1042, 794)]","{'Width': 28, 'Height': 11, 'Left': 1042, 'Top': 783}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,28,horizontal,"(1056.0, 788.5)","(1, 0)",1042,783.0,1.0
to,100,"[(1046, 763), (1065, 763), (1065, 773), (1046, 773)]","{'Width': 19, 'Height': 10, 'Left': 1046, 'Top': 763}","(-0.0, 1000.0, 0.0, 1000.0)",10.0,19,horizontal,"(1055.5, 768.0)","(1, 0)",1046,763.0,1.0
Malala,100,"[(1125, 1059), (1061, 1057), (1062, 1033), (1126, 1035)]","{'Width': 65, 'Height': 26, 'Left': 1061, 'Top': 1033}","(-0.031, 24.0, -0.031, 24.0)",24.0208243,64.03124237,horizontal,"(1093.5, 1046.0)","(1, 0)",1061,1033.0,1.0
DRY,100,"[(1160, 1189), (1158, 1397), (1098, 1397), (1100, 1189)]","{'Width': 62, 'Height': 208, 'Left': 1098, 'Top': 1189}","(104.0, 0.0, 104.0, -0.0)",60.0,208.0096152,vertical,"(1129.0, 1293.0)","(1, 0)",1098,1189.0,1.0
STAMPED,100,"[(1146, 24), (1144, 204), (1101, 204), (1103, 24)]","{'Width': 45, 'Height': 180, 'Left': 1101, 'Top': 24}","(90.0, 0.0, 90.0, -0.0)",43.0,180.0111108,vertical,"(1123.5, 114.0)","(1, 0)",1101,24.0,1.0
salt,100,"[(1112, 729), (1167, 731), (1166, 757), (1111, 755)]","{'Width': 56, 'Height': 28, 'Left': 1111, 'Top': 729}","(-0.036, 26.0, -0.036, 26.0)",26.01922366,55.03635162,horizontal,"(1139.0, 743.0)","(1, 0)",1111,729.0,1.0
sea,100,"[(1112, 802), (1164, 803), (1163, 823), (1112, 822)]","{'Width': 52, 'Height': 21, 'Left': 1112, 'Top': 802}","(-0.019, 20.0, -0.02, 1000.0)",20.0124922,51.50970874,horizontal,"(1137.75, 812.5)","(1, 0)",1112,802.0,1.0
the,100,"[(1124, 785), (1151, 785), (1151, 796), (1124, 796)]","{'Width': 27, 'Height': 11, 'Left': 1124, 'Top': 785}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,27,horizontal,"(1137.5, 790.5)","(1, 0)",1124,785.0,1.0
to,100,"[(1130, 766), (1147, 766), (1147, 775), (1130, 775)]","{'Width': 17, 'Height': 9, 'Left': 1130, 'Top': 766}","(-0.0, 1000.0, 0.0, 1000.0)",9.0,17,horizontal,"(1138.5, 770.5)","(1, 0)",1130,766.0,1.0
Am,100,"[(1173, 1060), (1133, 1059), (1134, 1035), (1174, 1036)]","{'Width': 41, 'Height': 25, 'Left': 1133, 'Top': 1035}","(-0.025, 24.0, -0.025, 24.0)",24.0208243,40.01249805,horizontal,"(1153.5, 1047.5)","(1, 0)",1133,1035.0,1.0
STAMPED,100,"[(1212, 26), (1211, 206), (1167, 206), (1168, 26)]","{'Width': 45, 'Height': 180, 'Left': 1167, 'Top': 26}","(180.0, 0.0, 180.0, -0.0)",44.0,180.0027778,vertical,"(1189.5, 116.0)","(1, 0)",1167,26.0,1.0
DRY,100,"[(1233, 1186), (1231, 1385), (1173, 1384), (1175, 1186)]","{'Width': 60, 'Height': 199, 'Left': 1173, 'Top': 1186}","(99.5, -0.017, 99.0, -0.0)",58.00431002,198.5100754,vertical,"(1203.0, 1285.25)","(1, 0)",1173,1186.0,1.0
I,100,"[(1189, 1061), (1178, 1061), (1179, 1037), (1190, 1037)]","{'Width': 12, 'Height': 24, 'Left': 1178, 'Top': 1037}","(0.0, 24.0, -0.0, 24.0)",24.0208243,11,horizontal,"(1184.0, 1049.0)","(1, 0)",1178,1037.0,1.0
salt,100,"[(1185, 731), (1240, 733), (1239, 759), (1184, 757)]","{'Width': 56, 'Height': 28, 'Left': 1184, 'Top': 731}","(-0.036, 26.0, -0.036, 26.0)",26.01922366,55.03635162,horizontal,"(1212.0, 745.0)","(1, 0)",1184,731.0,1.0
sea,100,"[(1186, 804), (1237, 805), (1236, 825), (1186, 824)]","{'Width': 51, 'Height': 21, 'Left': 1186, 'Top': 804}","(-0.02, 20.0, -0.02, 1000.0)",20.0124922,50.50990099,horizontal,"(1211.25, 814.5)","(1, 0)",1186,804.0,1.0
the,100,"[(1197, 788), (1224, 788), (1224, 799), (1197, 799)]","{'Width': 27, 'Height': 11, 'Left': 1197, 'Top': 788}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,27,horizontal,"(1210.5, 793.5)","(1, 0)",1197,788.0,1.0
to,100,"[(1203, 768), (1220, 768), (1220, 778), (1203, 778)]","{'Width': 17, 'Height': 10, 'Left': 1203, 'Top': 768}","(-0.0, 1000.0, 0.0, 1000.0)",10.0,17,horizontal,"(1211.5, 773.0)","(1, 0)",1203,768.0,1.0
HEFUGEE,100,"[(1277, 140), (1276, 279), (1237, 279), (1238, 140)]","{'Width': 40, 'Height': 139, 'Left': 1237, 'Top': 140}","(139.0, 0.0, 139.0, -0.0)",39.0,139.0035971,vertical,"(1257.0, 209.5)","(1, 0)",1237,140.0,1.0
DRY,100,"[(1307, 1185), (1306, 1390), (1246, 1390), (1247, 1185)]","{'Width': 61, 'Height': 205, 'Left': 1246, 'Top': 1185}","(205.0, 0.0, 205.0, -0.0)",60.0,205.002439,vertical,"(1276.5, 1287.5)","(1, 0)",1246,1185.0,1.0
salt,100,"[(1255, 733), (1309, 735), (1308, 760), (1254, 759)]","{'Width': 55, 'Height': 27, 'Left': 1254, 'Top': 733}","(-0.037, 25.0, -0.019, 26.0)",25.51960783,54.0231414,horizontal,"(1281.5, 746.75)","(1, 0)",1254,733.0,1.0
sea,100,"[(1256, 806), (1306, 807), (1306, 826), (1256, 825)]","{'Width': 50, 'Height': 20, 'Left': 1256, 'Top': 806}","(-0.02, 1000.0, -0.02, 1000.0)",19.0,50.009999,horizontal,"(1281.0, 816.0)","(1, 0)",1256,806.0,1.0
REFUGEE,100,"[(1339, 143), (1338, 282), (1299, 282), (1300, 143)]","{'Width': 40, 'Height': 139, 'Left': 1299, 'Top': 143}","(139.0, 0.0, 139.0, -0.0)",39.0,139.0035971,vertical,"(1319.0, 212.5)","(1, 0)",1299,143.0,1.0
ATZ,100,"[(1332, 0), (1331, 59), (1315, 59), (1316, 0)]","{'Width': 17, 'Height': 59, 'Left': 1315, 'Top': 0}","(59.0, 0.0, 59.0, -0.0)",16.0,59.00847397,vertical,"(1323.5, 29.5)","(1, 0)",1315,0.0,1.0
DRY,100,"[(1369, 1211), (1364, 1355), (1318, 1353), (1323, 1210)]","{'Width': 51, 'Height': 145, 'Left': 1318, 'Top': 1210}","(28.8, -0.043, 28.6, -0.022)",46.02716301,143.5870826,vertical,"(1343.5, 1282.25)","(1, 0)",1318,1210.0,1.0
SEA,100,"[(1366, 822), (1364, 899), (1334, 898), (1336, 821)]","{'Width': 32, 'Height': 78, 'Left': 1334, 'Top': 821}","(38.5, -0.033, 38.5, -0.033)",30.01666204,77.02596965,vertical,"(1350.0, 860.0)","(1, 0)",1334,821.0,1.0
SALT,100,"[(1369, 694), (1367, 790), (1336, 789), (1338, 693)]","{'Width': 33, 'Height': 97, 'Left': 1336, 'Top': 693}","(48.0, -0.032, 48.0, -0.032)",31.01612484,96.02083107,vertical,"(1352.5, 741.5)","(1, 0)",1336,693.0,1.0
the,100,"[(1349, 791), (1349, 815), (1339, 815), (1339, 791)]","{'Width': 10, 'Height': 24, 'Left': 1339, 'Top': 791}","(1000.0, 0.0, 1000.0, -0.0)",10.0,24,vertical,"(1344.0, 803.0)","(1, 0)",1339,791.0,1.0
ta,100,"[(1366, 797), (1366, 813), (1356, 813), (1356, 797)]","{'Width': 10, 'Height': 16, 'Left': 1356, 'Top': 797}","(1000.0, 0.0, 1000.0, -0.0)",10.0,16,vertical,"(1361.0, 805.0)","(1, 0)",1356,797.0,1.0
REFUGEE,100,"[(1406, 149), (1403, 287), (1361, 286), (1364, 148)]","{'Width': 45, 'Height': 139, 'Left': 1361, 'Top': 148}","(46.0, -0.024, 46.0, -0.024)",42.01190308,138.0326048,vertical,"(1383.5, 217.5)","(1, 0)",1361,148.0,1.0
DRY,100,"[(1426, 1211), (1421, 1357), (1375, 1355), (1379, 1210)]","{'Width': 51, 'Height': 147, 'Left': 1375, 'Top': 1210}","(29.2, -0.043, 36.25, -0.021)",46.52704741,145.5703766,vertical,"(1400.25, 1283.25)","(1, 0)",1375,1210.0,1.0
ATZ,100,"[(1397, 5), (1399, 64), (1383, 64), (1381, 5)]","{'Width': 18, 'Height': 59, 'Left': 1381, 'Top': 5}","(-29.5, 0.0, -29.5, -0.0)",16.0,59.03388857,vertical,"(1390.0, 34.5)","(1, 0)",1381,5.0,1.0
day,100,"[(1428, 823), (1427, 871), (1397, 870), (1398, 822)]","{'Width': 31, 'Height': 49, 'Left': 1397, 'Top': 822}","(48.0, -0.033, 48.0, -0.033)",30.01666204,48.01041554,vertical,"(1412.5, 846.5)","(1, 0)",1397,822.0,1.0
every,100,"[(1430, 748), (1428, 820), (1398, 819), (1400, 747)]","{'Width': 32, 'Height': 73, 'Left': 1398, 'Top': 747}","(36.0, -0.033, 36.0, -0.033)",30.01666204,72.02777242,vertical,"(1414.0, 783.5)","(1, 0)",1398,747.0,1.0
levithan,100,"[(1434, 598), (1431, 708), (1401, 707), (1404, 597)]","{'Width': 33, 'Height': 111, 'Left': 1401, 'Top': 597}","(36.667, -0.033, 36.667, -0.033)",30.01666204,110.0409015,vertical,"(1417.5, 652.5)","(1, 0)",1401,597.0,1.0
REFUGEE,100,"[(1468, 154), (1466, 293), (1428, 292), (1430, 153)]","{'Width': 40, 'Height': 140, 'Left': 1428, 'Top': 153}","(69.5, -0.026, 69.5, -0.026)",38.01315562,139.0143877,vertical,"(1448.0, 223.0)","(1, 0)",1428,153.0,1.0
DRY,100,"[(1491, 1193), (1491, 1384), (1437, 1384), (1437, 1193)]","{'Width': 54, 'Height': 191, 'Left': 1437, 'Top': 1193}","(1000.0, 0.0, 1000.0, -0.0)",54.0,191,vertical,"(1464.0, 1288.5)","(1, 0)",1437,1193.0,1.0
ATZ,100,"[(1462, 9), (1462, 69), (1447, 69), (1447, 9)]","{'Width': 15, 'Height': 60, 'Left': 1447, 'Top': 9}","(1000.0, 0.0, 1000.0, -0.0)",15.0,60,vertical,"(1454.5, 39.0)","(1, 0)",1447,9.0,1.0
day,100,"[(1478, 824), (1476, 870), (1448, 869), (1449, 823)]","{'Width': 30, 'Height': 47, 'Left': 1448, 'Top': 823}","(23.0, -0.036, 46.0, -0.034)",28.51754385,46.02716301,vertical,"(1462.75, 846.5)","(1, 0)",1448,823.0,1.0
every,100,"[(1480, 748), (1478, 818), (1449, 817), (1451, 747)]","{'Width': 31, 'Height': 71, 'Left': 1449, 'Top': 747}","(35.0, -0.034, 35.0, -0.034)",29.01723626,70.0285656,vertical,"(1464.5, 782.5)","(1, 0)",1449,747.0,1.0
levithan,100,"[(1485, 599), (1481, 708), (1452, 707), (1456, 598)]","{'Width': 33, 'Height': 110, 'Left': 1452, 'Top': 598}","(27.25, -0.034, 27.25, -0.034)",29.01723626,109.0733698,vertical,"(1468.5, 653.0)","(1, 0)",1452,598.0,1.0
day,100,"[(1533, 821), (1531, 866), (1501, 865), (1503, 820)]","{'Width': 32, 'Height': 46, 'Left': 1501, 'Top': 820}","(22.5, -0.033, 22.5, -0.033)",30.01666204,45.04442252,vertical,"(1517.0, 843.0)","(1, 0)",1501,820.0,1.0
every,100,"[(1536, 744), (1533, 815), (1504, 814), (1507, 743)]","{'Width': 32, 'Height': 72, 'Left': 1504, 'Top': 743}","(23.667, -0.034, 23.667, -0.034)",29.01723626,71.06335202,vertical,"(1520.0, 779.0)","(1, 0)",1504,743.0,1.0
DRY,100,"[(1569, 1194), (1566, 1396), (1506, 1395), (1509, 1193)]","{'Width': 63, 'Height': 203, 'Left': 1506, 'Top': 1193}","(67.333, -0.017, 67.333, -0.017)",60.00833275,202.022276,vertical,"(1537.5, 1294.5)","(1, 0)",1506,1193.0,1.0
levithan,100,"[(1543, 595), (1538, 709), (1508, 708), (1513, 594)]","{'Width': 35, 'Height': 115, 'Left': 1508, 'Top': 594}","(22.8, -0.033, 22.8, -0.033)",30.01666204,114.1095964,vertical,"(1525.5, 651.5)","(1, 0)",1508,594.0,1.0
day,100,"[(1579, 825), (1578, 872), (1549, 871), (1550, 824)]","{'Width': 30, 'Height': 48, 'Left': 1549, 'Top': 824}","(47.0, -0.034, 47.0, -0.034)",29.01723626,47.01063709,vertical,"(1564.0, 848.0)","(1, 0)",1549,824.0,1.0
every,100,"[(1581, 751), (1579, 822), (1550, 821), (1552, 750)]","{'Width': 31, 'Height': 72, 'Left': 1550, 'Top': 750}","(35.5, -0.034, 35.5, -0.034)",29.01723626,71.02816343,vertical,"(1565.5, 786.0)","(1, 0)",1550,750.0,1.0
levithan,100,"[(1585, 601), (1582, 713), (1553, 712), (1556, 600)]","{'Width': 32, 'Height': 113, 'Left': 1553, 'Top': 600}","(37.333, -0.034, 37.333, -0.034)",29.01723626,112.0401714,vertical,"(1569.0, 656.5)","(1, 0)",1553,600.0,1.0
DRY,100,"[(60, 1192), (58, 1399), (0, 1398), (0, 1191)]","{'Width': 60, 'Height': 208, 'Left': 0, 'Top': 1191}","(103.5, -0.017, 1000.0, -0.017)",59.0084764,207.0048308,vertical,"(29.5, 1295.0)","(1, 1)",0,1191.0,1.0
ATZ,100,"[(27, 9), (27, 69), (12, 69), (12, 9)]","{'Width': 15, 'Height': 60, 'Left': 12, 'Top': 9}","(1000.0, 0.0, 1000.0, -0.0)",15.0,60,vertical,"(19.5, 39.0)","(1, 1)",12,9.0,1.0
day,100,"[(43, 824), (42, 868), (13, 867), (14, 823)]","{'Width': 30, 'Height': 45, 'Left': 13, 'Top': 823}","(44.0, -0.034, 44.0, -0.034)",29.01723626,44.01136217,vertical,"(28.0, 845.5)","(1, 1)",13,823.0,1.0
every,100,"[(45, 748), (43, 818), (14, 817), (16, 747)]","{'Width': 31, 'Height': 71, 'Left': 14, 'Top': 747}","(35.0, -0.034, 35.0, -0.034)",29.01723626,70.0285656,vertical,"(29.5, 782.5)","(1, 1)",14,747.0,1.0
levithan,100,"[(50, 598), (46, 710), (17, 709), (21, 597)]","{'Width': 33, 'Height': 113, 'Left': 17, 'Top': 597}","(28.0, -0.034, 28.0, -0.034)",29.01723626,112.0714058,vertical,"(33.5, 653.5)","(1, 1)",17,597.0,1.0
REFUGEE,100,"[(102, 155), (103, 292), (61, 292), (60, 155)]","{'Width': 43, 'Height': 137, 'Left': 60, 'Top': 155}","(-137.0, 0.0, -137.0, -0.0)",42.0,137.0036496,vertical,"(81.5, 223.5)","(1, 1)",60,155.0,1.0
day,100,"[(99, 820), (97, 866), (67, 865), (69, 819)]","{'Width': 32, 'Height': 47, 'Left': 67, 'Top': 819}","(23.0, -0.033, 23.0, -0.033)",30.01666204,46.04345773,vertical,"(83.0, 842.5)","(1, 1)",67,819.0,1.0
every,100,"[(101, 743), (98, 815), (69, 814), (72, 742)]","{'Width': 32, 'Height': 73, 'Left': 69, 'Top': 742}","(24.0, -0.034, 24.0, -0.034)",29.01723626,72.0624729,vertical,"(85.0, 778.5)","(1, 1)",69,742.0,1.0
DRY,100,"[(133, 1193), (129, 1382), (69, 1381), (73, 1192)]","{'Width': 64, 'Height': 190, 'Left': 69, 'Top': 1192}","(47.25, -0.017, 47.25, -0.017)",60.00833275,189.0423233,vertical,"(101.0, 1287.0)","(1, 1)",69,1192.0,1.0
levithan,100,"[(107, 595), (103, 707), (73, 706), (77, 594)]","{'Width': 34, 'Height': 113, 'Left': 73, 'Top': 594}","(28.0, -0.033, 28.0, -0.033)",30.01666204,112.0714058,vertical,"(90.0, 650.5)","(1, 1)",73,594.0,1.0
day,100,"[(144, 826), (142, 872), (114, 871), (116, 825)]","{'Width': 30, 'Height': 47, 'Left': 114, 'Top': 825}","(23.0, -0.036, 23.0, -0.036)",28.01785145,46.04345773,vertical,"(129.0, 848.5)","(1, 1)",114,825.0,1.0
every,100,"[(147, 751), (144, 822), (116, 821), (119, 750)]","{'Width': 31, 'Height': 72, 'Left': 116, 'Top': 750}","(23.667, -0.036, 23.667, -0.036)",28.01785145,71.06335202,vertical,"(131.5, 786.0)","(1, 1)",116,750.0,1.0
REFUGE,100,"[(156, 184), (152, 294), (119, 293), (123, 183)]","{'Width': 37, 'Height': 111, 'Left': 119, 'Top': 183}","(27.5, -0.03, 27.5, -0.03)",33.01514804,110.0727032,vertical,"(137.5, 238.5)","(1, 1)",119,183.0,1.0
levithan,100,"[(153, 601), (149, 713), (120, 712), (124, 600)]","{'Width': 33, 'Height': 113, 'Left': 120, 'Top': 600}","(28.0, -0.034, 28.0, -0.034)",29.01723626,112.0714058,vertical,"(136.5, 656.5)","(1, 1)",120,600.0,1.0
GREATZ,100,"[(163, 13), (159, 125), (126, 124), (130, 12)]","{'Width': 37, 'Height': 113, 'Left': 126, 'Top': 12}","(28.0, -0.03, 28.0, -0.03)",33.01514804,112.0714058,vertical,"(144.5, 68.5)","(1, 1)",126,12.0,1.0
DRY,100,"[(204, 1197), (201, 1392), (143, 1391), (146, 1196)]","{'Width': 61, 'Height': 196, 'Left': 143, 'Top': 1196}","(65.0, -0.017, 65.0, -0.017)",58.00862005,195.0230756,vertical,"(173.5, 1294.0)","(1, 1)",143,1196.0,1.0
day,100,"[(191, 827), (189, 872), (160, 871), (162, 826)]","{'Width': 31, 'Height': 46, 'Left': 160, 'Top': 826}","(22.5, -0.034, 22.5, -0.034)",29.01723626,45.04442252,vertical,"(175.5, 849.0)","(1, 1)",160,826.0,1.0
every,100,"[(194, 750), (191, 822), (162, 821), (165, 749)]","{'Width': 32, 'Height': 73, 'Left': 162, 'Top': 749}","(24.0, -0.034, 24.0, -0.034)",29.01723626,72.0624729,vertical,"(178.0, 785.5)","(1, 1)",162,749.0,1.0
